Timestamp,Frame,ID,YOLO_Conf,Flicker_Score,Growth_Score,FINAL_SCORE,Alarm
10:29:08.129,465,44,0.65,0.01,0.31,0.33,NO
10:29:08.129,465,51,0.59,0.02,0.00,0.24,NO
10:29:08.165,468,44,0.53,0.01,0.00,0.22,NO
10:29:08.165,468,43,0.55,0.03,0.00,0.23,NO
10:29:08.165,468,47,0.68,0.02,0.00,0.28,NO
10:29:08.165,468,18,0.75,0.03,0.28,0.37,NO
10:29:08.165,468,41,0.53,0.01,0.10,0.24,NO
10:29:08.165,468,52,0.81,0.02,0.00,0.33,NO
10:29:08.165,468,48,0.60,0.03,0.00,0.25,NO
10:29:08.165,468,37,0.80,0.03,0.14,0.36,NO
10:29:08.165,468,35,0.58,0.03,0.31,0.30,NO
10:29:08.165,468,53,0.83,0.00,0.00,0.33,NO
10:29:08.165,468,50,0.65,0.01,0.00,0.26,NO
10:29:08.165,468,26,0.61,0.02,0.27,0.31,NO
10:29:08.165,468,51,0.49,0.02,0.00,0.20,NO
10:29:08.165,468,46,0.66,0.02,0.00,0.27,NO
10:29:08.165,468,54,0.58,0.00,0.00,0.23,NO
10:29:08.202,471,18,0.58,0.03,0.09,0.26,NO
10:29:08.202,471,52,0.41,0.02,0.00,0.17,NO
10:29:08.202,471,47,0.46,0.02,0.00,0.19,NO
10:29:08.202,471,37,0.72,0.03,0.52,0.40,NO
10:29:08.202,471,50,0.56,0.01,0.00,0.23,NO
10:29:08.202,471,53,0.76,0.00,0.00,0.30,NO
10:29:08.202,471,48,0.41,0.03,0.00,0.17,NO
10:29:08.202,471,26,0.77,0.02,0.60,0.44,NO
10:29:08.202,471,54,0.63,0.00,0.00,0.25,NO
10:29:08.202,471,46,0.79,0.03,0.00,0.33,NO
10:29:08.202,471,41,0.47,0.01,0.12,0.21,NO
10:29:08.202,471,51,0.59,0.02,0.00,0.24,NO
10:29:08.202,471,35,0.56,0.03,0.82,0.40,NO
10:29:08.202,471,44,0.61,0.01,0.15,0.28,NO
10:29:08.202,471,43,0.41,0.03,0.55,0.29,NO
10:29:08.238,474,44,0.44,0.01,0.00,0.18,NO
10:29:08.238,474,26,0.52,0.02,0.00,0.22,NO
10:29:08.238,474,52,0.60,0.01,0.00,0.25,NO
10:29:08.238,474,46,0.61,0.02,0.00,0.25,NO
10:29:08.238,474,51,0.72,0.02,0.04,0.30,NO
10:29:08.238,474,35,0.53,0.02,1.00,0.42,NO
10:29:08.238,474,37,0.76,0.03,0.50,0.42,NO
10:29:08.238,474,54,0.43,0.00,0.00,0.17,NO
10:29:08.238,474,43,0.78,0.03,1.00,0.52,NO
10:29:08.238,474,50,0.58,0.01,0.73,0.38,NO
10:29:08.238,474,18,0.80,0.03,0.96,0.52,NO
10:29:08.238,474,41,0.50,0.02,1.00,0.40,NO
10:29:08.238,474,48,0.62,0.03,0.37,0.33,NO
10:29:08.238,474,53,0.52,0.00,0.00,0.21,NO
10:29:08.238,474,47,0.66,0.02,0.62,0.40,NO
10:29:08.238,474,55,0.48,0.00,0.00,0.19,NO
10:29:08.275,477,46,0.44,0.02,0.00,0.19,NO
10:29:08.275,477,52,0.68,0.01,0.00,0.28,NO
10:29:08.275,477,44,0.72,0.01,0.00,0.29,NO
10:29:08.275,477,26,0.73,0.02,0.00,0.30,NO
10:29:08.275,477,37,0.82,0.03,0.00,0.34,NO
10:29:08.275,477,18,0.55,0.03,0.00,0.23,NO
10:29:08.275,477,47,0.77,0.02,0.00,0.31,NO
10:29:08.275,477,51,0.41,0.01,0.00,0.17,NO
10:29:08.275,477,54,0.84,0.00,0.00,0.34,NO
10:29:08.275,477,41,0.60,0.02,0.00,0.24,NO
10:29:08.275,477,43,0.61,0.02,0.27,0.31,NO
10:29:08.275,477,35,0.69,0.02,0.00,0.28,NO
10:29:08.275,477,55,0.49,0.00,0.00,0.20,NO
10:29:08.311,480,43,0.53,0.02,1.00,0.42,NO
10:29:08.311,480,55,0.51,0.00,0.00,0.21,NO
10:29:08.311,480,41,0.44,0.01,0.94,0.37,NO
10:29:08.311,480,51,0.69,0.02,1.00,0.48,NO
10:29:08.311,480,35,0.63,0.02,1.00,0.46,NO
10:29:08.311,480,47,0.68,0.02,1.00,0.48,NO
10:29:08.311,480,26,0.45,0.02,0.95,0.38,NO
10:29:08.311,480,54,0.76,0.00,0.00,0.31,NO
10:29:08.311,480,37,0.67,0.03,1.00,0.48,NO
10:29:08.311,480,46,0.74,0.02,1.00,0.51,NO
10:29:08.311,480,18,0.50,0.02,1.00,0.41,NO
10:29:08.311,480,44,0.63,0.02,1.00,0.46,NO
10:29:08.311,480,52,0.59,0.02,1.00,0.44,NO
10:29:08.311,480,56,0.64,0.00,0.00,0.26,NO
10:29:08.311,480,57,0.47,0.00,0.00,0.19,NO
10:29:08.347,483,43,0.43,0.02,0.86,0.35,NO
10:29:08.347,483,35,0.72,0.02,0.72,0.44,NO
10:29:08.347,483,41,0.42,0.01,0.67,0.31,NO
10:29:08.347,483,55,0.57,0.00,0.00,0.23,NO
10:29:08.347,483,51,0.77,0.02,1.00,0.51,NO
10:29:08.347,483,52,0.62,0.02,1.00,0.46,NO
10:29:08.347,483,47,0.74,0.02,1.00,0.50,NO
10:29:08.347,483,54,0.82,0.03,1.00,0.54,NO
10:29:08.347,483,37,0.68,0.03,1.00,0.48,NO
10:29:08.347,483,46,0.80,0.02,1.00,0.53,NO
10:29:08.347,483,44,0.47,0.02,1.00,0.40,NO
10:29:08.347,483,56,0.68,0.00,0.00,0.27,NO
10:29:08.347,483,18,0.62,0.02,1.00,0.46,NO
10:29:08.347,483,57,0.69,0.00,0.00,0.28,NO
10:29:08.384,486,35,0.57,0.02,1.00,0.43,NO
10:29:08.384,486,18,0.55,0.02,1.00,0.43,NO
10:29:08.384,486,52,0.42,0.02,1.00,0.38,NO
10:29:08.384,486,54,0.69,0.03,1.00,0.49,NO
10:29:08.384,486,51,0.65,0.02,1.00,0.47,NO
10:29:08.384,486,57,0.58,0.00,0.00,0.23,NO
10:29:08.384,486,37,0.45,0.03,1.00,0.39,NO
10:29:08.384,486,56,0.78,0.00,0.00,0.31,NO
10:29:08.384,486,46,0.71,0.03,1.00,0.49,NO
10:29:08.384,486,44,0.68,0.02,1.00,0.48,NO
10:29:08.384,486,47,0.54,0.02,1.00,0.43,NO
10:29:08.384,486,41,0.66,0.01,1.00,0.47,NO
10:29:08.384,486,43,0.60,0.03,1.00,0.45,NO
10:29:08.384,486,55,0.62,0.00,0.00,0.25,NO
10:29:08.384,486,58,0.50,0.00,0.00,0.20,NO
10:29:08.421,489,35,0.58,0.02,0.99,0.44,NO
10:29:08.421,489,18,0.55,0.02,1.00,0.43,NO
10:29:08.421,489,56,0.69,0.00,0.00,0.28,NO
10:29:08.421,489,43,0.64,0.03,1.00,0.47,NO
10:29:08.421,489,57,0.60,0.00,0.00,0.24,NO
10:29:08.421,489,47,0.45,0.03,1.00,0.39,NO
10:29:08.421,489,41,0.78,0.02,1.00,0.52,NO
10:29:08.421,489,46,0.71,0.03,1.00,0.50,NO
10:29:08.421,489,44,0.69,0.02,1.00,0.48,NO
10:29:08.421,489,58,0.54,0.00,0.00,0.22,NO
10:29:08.421,489,55,0.43,0.01,1.00,0.37,NO
10:29:08.421,489,54,0.63,0.02,1.00,0.46,NO
10:29:08.421,489,51,0.60,0.02,1.00,0.45,NO
10:29:08.421,489,37,0.57,0.03,1.00,0.44,NO
10:29:08.421,489,52,0.48,0.03,1.00,0.40,NO
10:29:08.458,492,35,0.67,0.02,0.67,0.41,NO
10:29:08.458,492,18,0.57,0.02,1.00,0.44,NO
10:29:08.458,492,44,0.75,0.02,1.00,0.51,NO
10:29:08.458,492,58,0.64,0.00,0.00,0.26,NO
10:29:08.458,492,55,0.62,0.01,0.39,0.33,NO
10:29:08.458,492,57,0.42,0.00,0.00,0.17,NO
10:29:08.458,492,56,0.82,0.00,0.00,0.33,NO
10:29:08.458,492,47,0.68,0.03,1.00,0.48,NO
10:29:08.458,492,37,0.70,0.03,0.76,0.44,NO
10:29:08.458,492,43,0.43,0.03,1.00,0.38,NO
10:29:08.458,492,41,0.48,0.01,1.00,0.40,NO
10:29:08.458,492,54,0.65,0.02,1.00,0.47,NO
10:29:08.458,492,52,0.57,0.03,1.00,0.44,NO
10:29:08.458,492,46,0.53,0.03,1.00,0.42,NO
10:29:08.494,495,46,0.63,0.03,0.82,0.43,NO
10:29:08.494,495,18,0.50,0.03,1.00,0.41,NO
10:29:08.494,495,56,0.69,0.01,0.59,0.40,NO
10:29:08.494,495,52,0.67,0.03,1.00,0.48,NO
10:29:08.494,495,37,0.59,0.03,1.00,0.45,NO
10:29:08.494,495,43,0.46,0.04,1.00,0.40,NO
10:29:08.494,495,44,0.78,0.03,1.00,0.52,NO
10:29:08.494,495,47,0.74,0.04,1.00,0.51,NO
10:29:08.494,495,58,0.69,0.00,0.00,0.27,NO
10:29:08.494,495,55,0.57,0.02,1.00,0.44,NO
10:29:08.494,495,54,0.63,0.02,1.00,0.46,NO
10:29:08.494,495,57,0.63,0.02,1.00,0.46,NO
10:29:08.494,495,41,0.56,0.02,1.00,0.43,NO
10:29:08.494,495,35,0.52,0.03,1.00,0.42,NO
10:29:08.531,498,46,0.47,0.03,0.06,0.21,NO
10:29:08.531,498,18,0.46,0.03,0.88,0.37,NO
10:29:08.531,498,56,0.65,0.03,0.38,0.35,NO
10:29:08.531,498,52,0.62,0.06,1.00,0.47,NO
10:29:08.531,498,37,0.61,0.04,0.97,0.45,NO
10:29:08.531,498,43,0.47,0.06,1.00,0.41,NO
10:29:08.531,498,44,0.74,0.05,1.00,0.52,NO
10:29:08.531,498,47,0.70,0.06,1.00,0.50,NO
10:29:08.531,498,58,0.69,0.00,0.00,0.28,NO
10:29:08.531,498,55,0.58,0.04,1.00,0.45,NO
10:29:08.531,498,41,0.42,0.02,1.00,0.38,NO
10:29:08.531,498,54,0.60,0.04,1.00,0.46,NO
10:29:08.531,498,57,0.59,0.05,1.00,0.46,NO
10:29:08.531,498,35,0.58,0.03,1.00,0.45,NO
10:29:08.531,498,59,0.53,0.00,0.00,0.21,NO
10:29:08.568,501,46,0.43,0.03,0.00,0.18,NO
10:29:08.568,501,18,0.47,0.03,0.00,0.20,NO
10:29:08.568,501,56,0.66,0.04,0.33,0.35,NO
10:29:08.568,501,52,0.60,0.07,1.00,0.47,NO
10:29:08.568,501,37,0.65,0.04,0.71,0.42,NO
10:29:08.568,501,43,0.52,0.07,1.00,0.44,NO
10:29:08.568,501,41,0.40,0.03,0.87,0.35,NO
10:29:08.568,501,44,0.76,0.07,1.00,0.53,NO
10:29:08.568,501,59,0.67,0.00,0.00,0.27,NO
10:29:08.568,501,58,0.42,0.01,0.00,0.17,NO
10:29:08.568,501,35,0.72,0.04,1.00,0.51,NO
10:29:08.568,501,55,0.61,0.06,1.00,0.47,NO
10:29:08.568,501,54,0.48,0.04,0.06,0.22,NO
10:29:08.568,501,57,0.59,0.06,0.53,0.37,NO
10:29:08.568,501,47,0.56,0.07,1.00,0.45,NO
10:29:08.568,501,60,0.41,0.00,0.00,0.17,NO
10:29:08.568,501,61,0.57,0.00,0.00,0.23,NO
10:29:08.568,501,62,0.54,0.00,0.00,0.22,NO
10:29:08.604,504,62,0.44,0.00,0.00,0.18,NO
10:29:08.604,504,55,0.42,0.06,0.60,0.31,NO
10:29:08.604,504,47,0.53,0.08,1.00,0.44,NO
10:29:08.604,504,59,0.69,0.00,0.00,0.27,NO
10:29:08.604,504,35,0.52,0.04,0.62,0.35,NO
10:29:08.604,504,43,0.66,0.08,1.00,0.49,NO
10:29:08.604,504,52,0.62,0.08,1.00,0.48,NO
10:29:08.604,504,57,0.77,0.06,0.51,0.44,NO
10:29:08.604,504,61,0.57,0.00,0.00,0.23,NO
10:29:08.604,504,44,0.76,0.08,1.00,0.53,NO
10:29:08.604,504,56,0.51,0.04,0.00,0.22,NO
10:29:08.604,504,37,0.63,0.05,1.00,0.47,NO
10:29:08.604,504,46,0.45,0.03,0.70,0.33,NO
10:29:08.604,504,60,0.65,0.00,0.00,0.26,NO
10:29:08.641,507,35,0.64,0.04,0.40,0.35,NO
10:29:08.641,507,55,0.57,0.05,0.60,0.37,NO
10:29:08.641,507,61,0.42,0.00,0.00,0.17,NO
10:29:08.641,507,47,0.67,0.07,1.00,0.50,NO
10:29:08.641,507,52,0.67,0.08,1.00,0.50,NO
10:29:08.641,507,46,0.59,0.03,0.63,0.37,NO
10:29:08.641,507,43,0.54,0.07,0.97,0.44,NO
10:29:08.641,507,56,0.77,0.03,0.44,0.41,NO
10:29:08.641,507,59,0.74,0.00,0.00,0.29,NO
10:29:08.641,507,37,0.67,0.04,0.59,0.40,NO
10:29:08.641,507,44,0.62,0.08,0.81,0.44,NO
10:29:08.641,507,57,0.46,0.06,0.00,0.21,NO
10:29:08.641,507,60,0.63,0.00,0.00,0.25,NO
10:29:08.641,507,62,0.61,0.00,0.00,0.24,NO
10:29:08.641,507,63,0.51,0.00,0.00,0.20,NO
10:29:08.641,507,64,0.54,0.00,0.00,0.22,NO
10:29:08.678,510,63,0.48,0.00,0.00,0.19,NO
10:29:08.678,510,47,0.55,0.07,1.00,0.45,NO
10:29:08.678,510,59,0.56,0.00,0.00,0.23,NO
10:29:08.678,510,46,0.48,0.03,0.06,0.21,NO
10:29:08.678,510,52,0.40,0.08,1.00,0.39,NO
10:29:08.678,510,56,0.61,0.03,0.11,0.28,NO
10:29:08.678,510,62,0.70,0.00,0.00,0.28,NO
10:29:08.678,510,64,0.46,0.00,0.00,0.18,NO
10:29:08.678,510,35,0.56,0.03,0.16,0.27,NO
10:29:08.678,510,55,0.56,0.05,1.00,0.44,NO
10:29:08.678,510,57,0.45,0.06,0.00,0.20,NO
10:29:08.678,510,60,0.52,0.00,0.00,0.21,NO
10:29:08.678,510,44,0.60,0.08,1.00,0.47,NO
10:29:08.678,510,37,0.42,0.06,1.00,0.39,NO
10:29:08.678,510,61,0.42,0.00,0.00,0.17,NO
10:29:08.678,510,43,0.48,0.07,1.00,0.42,NO
10:29:08.714,513,56,0.49,0.03,0.38,0.28,NO
10:29:08.714,513,62,0.65,0.00,0.00,0.26,NO
10:29:08.714,513,52,0.47,0.08,1.00,0.42,NO
10:29:08.714,513,59,0.56,0.02,0.57,0.34,NO
10:29:08.714,513,44,0.77,0.09,1.00,0.54,NO
10:29:08.714,513,64,0.51,0.00,0.00,0.21,NO
10:29:08.714,513,35,0.44,0.03,0.41,0.27,NO
10:29:08.714,513,55,0.62,0.05,1.00,0.47,NO
10:29:08.714,513,60,0.51,0.00,0.00,0.21,NO
10:29:08.714,513,43,0.63,0.07,1.00,0.48,NO
10:29:08.714,513,37,0.46,0.07,1.00,0.41,NO
10:29:08.714,513,47,0.53,0.07,1.00,0.44,NO
10:29:08.751,516,35,0.44,0.03,0.18,0.23,NO
10:29:08.751,516,56,0.57,0.03,0.00,0.24,NO
10:29:08.751,516,62,0.58,0.02,1.00,0.44,NO
10:29:08.751,516,59,0.47,0.05,0.00,0.21,NO
10:29:08.751,516,60,0.64,0.01,0.49,0.36,NO
10:29:08.751,516,44,0.72,0.09,1.00,0.52,NO
10:29:08.751,516,37,0.47,0.09,1.00,0.42,NO
10:29:08.751,516,52,0.55,0.08,0.00,0.26,NO
10:29:08.751,516,55,0.55,0.05,1.00,0.44,NO
10:29:08.751,516,43,0.43,0.07,0.07,0.22,NO
10:29:08.751,516,47,0.57,0.07,1.00,0.46,NO
10:29:08.751,516,64,0.59,0.00,0.00,0.24,NO
10:29:08.751,516,65,0.42,0.00,0.00,0.17,NO
10:29:08.751,516,66,0.46,0.00,0.00,0.19,NO
10:29:08.789,519,59,0.41,0.09,0.00,0.20,NO
10:29:08.789,519,35,0.51,0.03,0.00,0.22,NO
10:29:08.789,519,56,0.62,0.03,0.00,0.26,NO
10:29:08.789,519,55,0.68,0.05,1.00,0.49,NO
10:29:08.789,519,52,0.52,0.09,0.00,0.24,NO
10:29:08.789,519,60,0.46,0.01,0.08,0.20,NO
10:29:08.789,519,47,0.70,0.07,1.00,0.51,NO
10:29:08.789,519,62,0.78,0.02,0.51,0.42,NO
10:29:08.789,519,44,0.43,0.10,1.00,0.41,NO
10:29:08.789,519,65,0.59,0.00,0.00,0.24,NO
10:29:08.789,519,66,0.60,0.00,0.00,0.24,NO
10:29:08.789,519,43,0.46,0.07,0.06,0.23,NO
10:29:08.789,519,64,0.60,0.00,0.00,0.24,NO
10:29:08.789,519,37,0.62,0.09,1.00,0.48,NO
10:29:08.789,519,67,0.44,0.00,0.00,0.17,NO
10:29:08.789,519,68,0.50,0.00,0.00,0.20,NO
